ITEM,31-Mar-10,30-Jun-10,30-Sep-10,31-Dec-10,31-Mar-11,30-Jun-11,30-Sep-11,31-Dec-11,31-Mar-12,30-Jun-12,30-Sep-12,31-Dec-12,31-Mar-13,30-Jun-13,30-Sep-13,31-Dec-13,31-Mar-14,30-Jun-14,30-Sep-14,31-Dec-14,31-Mar-15,30-Jun-15,30-Sep-15,31-Dec-15,31-Mar-16,30-Jun-16,30-Sep-16,31-Dec-16,31-Mar-17,30-Jun-17,30-Sep-17,31-Dec-17,31-Mar-18,30-Jun-18,30-Sep-18,31-Dec-18,31-Mar-19,30-Jun-19,30-Sep-19,,,,,,,,,,,,
Debt,"60,026","61,567","64,488","64,500","65,611","66,366","66,490","66,260","65,631","65,478","65,914","63,683","61,292","60,899","61,854","60,814","61,691","65,268","63,960","64,563","62,715","65,170","66,456","68,896","70,358","73,945","75,762","75,936","77,908","83,477","85,623","89,317","92,293","95,237","96,111","99,041","105,839","106,348","106,891",,,,,,,,,,,,
