Macrotrends Data Download

Pakistan GNP 1962-2023


DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.


ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


, GNP, Per Capita, Growth Rate
date, Billions of US $, US $, Annual % Growth
1962-12-31,4.324498037702,90
1963-12-31,4.7271392720931,100
1964-12-31,5.1416153353471,100
1965-12-31,5.8330455969453,110
1966-12-31,6.4654489967522,120
1967-12-31,7.1620273214818,130
1968-12-31,8.0856212807918,150
1969-12-31,8.8800106496485,160
1970-12-31,10.119792280971,170
1971-12-31,10.654305140053,180
1972-12-31,10.650858486144,170
1973-12-31,9.528714801503,150
1974-12-31,9.699556562117,150
1975-12-31,10.582690350471,160
1976-12-31,12.688701285167,180
1977-12-31,14.493823188385,200
1978-12-31,17.525819794294,240
1979-12-31,20.532255408166,270
1980-12-31,25.098711708697,320
1981-12-31,28.551664572876,350
1982-12-31,30.33017053041,360
1983-12-31,30.219407930685,350
1984-12-31,30.883828792781,350
1985-12-31,31.692683275293,340
1986-12-31,33.911579066055,360
1987-12-31,36.558775968872,370,6.3441
1988-12-31,40.751350069925,400,7.5554
1989-12-31,41.887230940893,400,4.9361
1990-12-31,42.545161358344,400,4.214
1991-12-31,44.548584465892,400,4.9543
1992-12-31,48.831725499448,430,7.6417
1993-12-31,51.104666193995,440,1.4339
1994-12-31,52.80300202157,440,3.5399
1995-12-31,57.909984289004,470,5.0748
1996-12-31,61.457672345445,480,4.656
1997-12-31,61.919858419801,470,0.5687
1998-12-31,60.301506945864,450,2.1099
1999-12-31,61.662163793559,440,4.7667
2000-12-31,68.931405447769,480,4.7922
2001-12-31,74.370840703322,510,3.2905
2002-12-31,79.400381600058,530,2.2942
2003-12-31,86.867284766513,570,6.3759
2004-12-31,102.61640964283,660,7.9895
2005-12-31,118.42771803246,740,6.6023
2006-12-31,131.80655659122,800,5.9921
2007-12-31,144.10909952222,860,4.4028
2008-12-31,158.73004393023,920,1.8051
2009-12-31,167.60461185638,950,2.4923
2010-12-31,174.00260943137,970,2.397
2011-12-31,188.9010631042,1030,3.1998
2012-12-31,209.80142781705,1120,3.4941
2013-12-31,230.80610114686,1210,4.2531
2014-12-31,240.54363859565,1230,4.6345
2015-12-31,251.65893603364,1260,4.6413
2016-12-31,277.87015851306,1360,5.4994
2017-12-31,310.64681242263,1490,4.6644
2018-12-31,353.575593534,1670,6.1008
2019-12-31,349.83603844143,1620,2.2594
2020-12-31,321.73171772331,1460,-1.416
2021-12-31,338.86445821031,1500,6.5876
