,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.76190000336508,8.68138258259937,9.99424999991667,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,11.8474666658333,13.1169749993333,14.0463333330833,15.92839166625,16.6475083330833,17.3988,18.0032916666667,20.5414916666667,21.707375,23.8007666666667,25.0827916666667,28.1071833333333,30.5665916666667,31.6426833333333,36.0786833333333,41.111525,45.0466666666667,49.5006915833333,53.6481865,61.9271616666667,59.7237816666667,57.7519966666667,58.2578633333333,59.514475,60.271335,60.7385158333333,70.4080333333333,81.7128916666667,85.1938163257576,86.3433833333333,93.3951972222222,101.628899206349,101.100088423521,102.769271604675,104.769117033301,105.455162087938,121.824068875756,150.036253839864,161.838479684718,162.906253747418,
